user,gesture,sequence,x,y,z,time
3,1,1,-0.9998493043335308,0.5384103052398092,-0.28245351344256087,171.0
3,1,1,-1.000538902203843,0.5389917797519332,-0.2846766466997822,202.0
3,1,1,-1.0010505393334295,0.5342538392827744,-0.2868468482127834,234.0
3,1,1,-1.0011172746112014,0.5323371270020691,-0.28884061057838695,266.0
3,1,1,-1.0006501276667965,0.5304634869074473,-0.29074615337029064,297.0
3,1,1,-0.9967127462782406,0.5305927034656971,-0.29247525701479565,330.0
3,1,1,-0.9883485914641329,0.5418345440334286,-0.2939220580234638,378.0
3,1,1,-0.9754464377615201,0.5475416086894608,-0.2951571320552525,410.0
3,1,1,-0.952600727670859,0.6000466035249576,-0.29616283519542447,443.0
3,1,1,-0.9173200108219899,0.6431618617943032,-0.29693916744397764,475.0
3,1,1,-0.8712059338814442,0.6685959876764697,-0.2974508409714333,508.0
3,1,1,-0.8203536522190769,0.7221777871640482,-0.29755670445987253,538.0
3,1,1,-0.7752183593525225,0.7886812424766053,-0.2971861822503358,569.0
3,1,1,-0.725322616671556,0.8369005547968175,-0.29517477596999286,605.0
3,1,1,-0.6778515890829768,0.9185223474245997,-0.2906402898818514,634.0
3,1,1,-0.6190355642731347,0.9846381530624074,-0.2826652404194393,667.0
3,1,1,-0.5666483712220083,1.0173084062065618,-0.27154957413333375,696.0
3,1,1,-0.5265404692809548,1.110322792053367,-0.2583342819931865,729.0
3,1,1,-0.4936622224318827,1.1869266750024492,-0.24397213539494925,781.0
3,1,1,-0.43306659021478355,1.2502858607309282,-0.2282866951912235,809.0
3,1,1,-0.3714699288311024,1.2986559257024317,-0.21156026401784606,841.0
3,1,1,-0.3274913807792651,1.3399621521562806,-0.19520435505400535,875.0
3,1,1,-0.28171098022758007,1.3938454569464416,-0.17920132438496197,905.0
3,1,1,-0.2169777607886086,1.460047406956416,-0.16453923123614655,937.0
3,1,1,-0.17595781005133593,1.5323656073902134,-0.14952425979253475,972.0
3,1,1,-0.1284645373701661,1.557153650481131,-0.1351444692795572,1003.0
3,1,1,-0.09956816209483142,1.6090987068975453,-0.12238791892264646,1032.0
3,1,1,-0.07847981431883656,1.6339728943606293,-0.11155455527237879,1066.0
3,1,1,-0.06181823996839339,1.6398522477609945,-0.10246793918135648,1098.0
3,1,1,-0.04942772339536688,1.6431903421824474,-0.0952339341380178,1130.0
3,1,1,-0.041953372284887706,1.6405629388313685,-0.08948201793282698,1179.0
3,1,1,-0.04028499034058431,1.6404767944592018,-0.08484166835624632,1209.0
3,1,1,-0.03930620626659297,1.6037362197301792,-0.08092471928399972,1242.0
3,1,1,-0.03979559830358866,1.5767514951490151,-0.07771352680134683,1275.0
3,1,1,-0.04008478450726789,1.497714033686229,-0.07519044699354827,1305.0
3,1,1,-0.04190888209970628,1.4241036676699335,-0.0732672602869052,1336.0
3,1,1,-0.04718096904370497,1.325554505911429,-0.07178517144875733,1372.0
3,1,1,-0.05278673237656437,1.2460217143086851,-0.07072653656436725,1401.0
3,1,1,-0.05376551645055571,1.1298560284421264,-0.07012664346321178,1434.0
3,1,1,-0.05692431959843679,1.0396413346907334,-0.07012664346321178,1467.0
3,1,1,-0.05988291691300145,0.9438703289345995,-0.0714675809834407,1497.0
3,1,1,-0.0659558271902658,0.8642729290527308,-0.07702541412649348,1546.0
3,1,1,-0.06697910144943853,0.7613950125928585,-0.08757647514092327,1581.0
3,1,1,-0.06811360117156484,0.6828744173630713,-0.10599672212932601,1610.0
3,1,1,-0.07051607117136174,0.6145834663280587,-0.13120987629257122,1642.0
3,1,1,-0.07489835441173195,0.5091858269823156,-0.16090458479973782,1676.0
3,1,1,-0.07670020691157961,0.43288344933581635,-0.19139326947019794,1708.0
3,1,1,-0.07734531459671028,0.33276215278527294,-0.2249167074759123,1738.0
3,1,1,-0.07881349070769726,0.23550515660926652,-0.26073385439780644,1770.0
3,1,1,-0.07750103024484527,0.15448637458665004,-0.2943984437214397,1804.0
3,1,1,-0.07434222709696414,0.09829870784103427,-0.32472833315924055,1834.0
3,1,1,-0.07407528598587561,0.005478146831603864,-0.3528527332545604,1866.0
3,1,1,-0.07162832580089733,-0.04480863042060494,-0.37882457575161943,1901.0
3,1,1,-0.07520978570800192,-0.13041460026108892,-0.4046199791012798,1948.0
3,1,1,-0.07498733478209482,-0.20219439836884565,-0.4289862253570114,1978.0
3,1,1,-0.07460916820805272,-0.2768169607580977,-0.45132342141766074,2010.0
3,1,1,-0.0738528350599685,-0.3580295676180889,-0.4733959587572125,2043.0
3,1,1,-0.07173955126385088,-0.4137649764098304,-0.4924513866762505,2077.0
3,1,1,-0.07173955126385088,-0.4403189791301617,-0.5105011114551165,2107.0
3,1,1,-0.07540999154131833,-0.4834342373995073,-0.5288154949550801,2138.0
3,1,1,-0.07547672681909047,-0.5352931494437553,-0.5473239615171825,2171.0
3,1,1,-0.08139392144821983,-0.5906839807468306,-0.5670322142815941,2204.0
3,1,1,-0.0845749696886916,-0.6585872821070938,-0.5869169061934044,2234.0
3,1,1,-0.0876892826513913,-0.7142150104336271,-0.607013325082093,2266.0
3,1,1,-0.08820091978097763,-0.7842719210980533,-0.6281154471109536,2298.0
3,1,1,-0.0882676550587498,-0.845714394545827,-0.6492352130545536,2349.0
3,1,1,-0.0882676550587498,-0.8693394886124964,-0.671766492177341,2379.0
3,1,1,-0.08837888052170335,-0.9459649076546203,-0.695003527889723,2411.0
3,1,1,-0.08837888052170335,-0.9807887701029377,-0.7189816080211785,2442.0
3,1,1,-0.09345076163238564,-1.0401853147117566,-0.7432949225326915,2477.0
3,1,1,-0.09796651542830015,-1.1227116232472873,-0.7673788661525857,2507.0
3,1,1,-0.09979061302073852,-1.156243320113107,-0.7921862102768145,2538.0
3,1,1,-0.10112531857618122,-1.219085639608587,-0.8165701004472864,2570.0
3,1,1,-0.10116980876136265,-1.2200978359815435,-0.8412186493388564,2605.0
3,1,1,-0.10121429894654409,-1.2724951503518322,-0.8647909194312949,2637.0
3,1,1,-0.10337207292784313,-1.28593367240981,-0.8871104715772049,2667.0
3,1,1,-0.104617798112923,-1.3085250340104813,-0.9074362613575113,2700.0
3,1,1,-0.10254900450198678,-1.3147058927134294,-0.9256094935395563,2747.0
3,1,1,-0.09901203478006361,-1.334346809567397,-0.9415948802938604,2778.0
3,1,1,-0.09894529950229149,-1.3903406514756382,-0.956027602551057,2813.0
3,1,1,-0.09752161357648592,-1.3910082703599287,-0.9690664555438061,2842.0
3,1,1,-0.09725467246539739,-1.3923004359424267,-0.9810466736521637,2874.0
3,1,1,-0.09527485922482402,-1.4016040281364113,-0.9920035447056105,2906.0
3,1,1,-0.09427383005824198,-1.399041233064457,-1.0021840835105036,2941.0
3,1,1,-0.09213830116953364,-1.3920635389189688,-1.011729441384762,2972.0
3,1,1,-0.09189360515103583,-1.390168362731305,-1.0205866865841664,3003.0
3,1,1,-0.09138196802144945,-1.396650726736836,-1.0286675995350176,3036.0
3,1,1,-0.09200483061398938,-1.396133860503837,-1.0361309754699741,3066.0
