0,1,2,3,4,5,6
1,0,3,0.083927,0.056805,0.27121,891.0
1,0,3,0.080578,0.06047,0.273847,939.0
1,0,3,0.077057,0.066977,0.276153,971.0
1,0,3,0.073512,0.06939,0.278202,1003.0
1,0,3,0.06916,0.073055,0.280023,1035.0
1,0,3,0.065767,0.074234,0.282346,1066.0
1,0,3,0.062213,0.074729,0.284157,1099.0
1,0,3,0.05881,0.077161,0.285622,1131.0
1,0,3,0.055434,0.078831,0.28693,1163.0
1,0,3,0.05254,0.079918,0.288281,1195.0
1,0,3,0.048883,0.08186,0.289366,1227.0
1,0,3,0.045745,0.082009,0.290345,1258.0
1,0,3,0.042138,0.082663,0.291544,1291.0
1,0,3,0.038719,0.083143,0.29253,1339.0
1,0,3,0.0348,0.084587,0.293539,1371.0
1,0,3,0.030911,0.084845,0.294511,1403.0
1,0,3,0.027234,0.085011,0.295407,1435.0
1,0,3,0.023654,0.084993,0.296202,1466.0
1,0,3,0.020349,0.0845,0.297015,1498.0
1,0,3,0.015608,0.085073,0.29778,1531.0
1,0,3,0.012423,0.084579,0.298519,1563.0
1,0,3,0.008992,0.084174,0.299284,1595.0
1,0,3,0.005456,0.083399,0.300044,1627.0
1,0,3,0.002795,0.081385,0.300809,1659.0
1,0,3,1.1e-05,0.080499,0.301483,1691.0
1,0,3,-0.002564,0.07897,0.302115,1739.0
1,0,3,-0.004996,0.076565,0.30273,1771.0
1,0,3,-0.007786,0.074149,0.303211,1803.0
1,0,3,-0.010172,0.071203,0.303605,1835.0
1,0,3,-0.012702,0.069371,0.303932,1867.0
1,0,3,-0.015517,0.066836,0.304194,1899.0
1,0,3,-0.018072,0.063985,0.304395,1931.0
1,0,3,-0.020352,0.061471,0.304558,1963.0
1,0,3,-0.023147,0.059199,0.304684,1995.0
1,0,3,-0.025131,0.056762,0.304788,2027.0
1,0,3,-0.027075,0.054906,0.304869,2059.0
1,0,3,-0.028827,0.052792,0.304934,2092.0
1,0,3,-0.030752,0.050157,0.304987,2139.0
1,0,3,-0.032388,0.04837,0.30503,2172.0
1,0,3,-0.034165,0.045673,0.305065,2203.0
1,0,3,-0.036167,0.044407,0.305087,2235.0
1,0,3,-0.038005,0.041172,0.305098,2267.0
1,0,3,-0.038988,0.037424,0.305097,2300.0
1,0,3,-0.040288,0.035889,0.305071,2331.0
1,0,3,-0.041616,0.033695,0.304999,2363.0
1,0,3,-0.042228,0.029569,0.304855,2395.0
1,0,3,-0.04298,0.026546,0.304632,2427.0
1,0,3,-0.044206,0.0237,0.30437,2460.0
1,0,3,-0.044531,0.019223,0.304037,2507.0
1,0,3,-0.045207,0.016226,0.303547,2540.0
1,0,3,-0.045421,0.011972,0.302887,2571.0
1,0,3,-0.04577,0.008141,0.302159,2603.0
1,0,3,-0.045648,0.003985,0.301329,2635.0
1,0,3,-0.045622,0.001052,0.300427,2667.0
1,0,3,-0.045248,-0.003302,0.29956,2699.0
1,0,3,-0.044711,-0.006032,0.29865,2732.0
1,0,3,-0.044153,-0.010205,0.297669,2763.0
1,0,3,-0.043501,-0.013086,0.297067,2796.0
1,0,3,-0.042327,-0.015533,0.296183,2828.0
1,0,3,-0.041737,-0.021007,0.295148,2860.0
1,0,3,-0.040933,-0.025589,0.294079,2908.0
1,0,3,-0.040065,-0.029781,0.293103,2939.0
1,0,3,-0.03887,-0.033152,0.291967,2972.0
1,0,3,-0.037569,-0.037339,0.290984,3003.0
1,0,3,-0.036153,-0.039999,0.289854,3035.0
1,0,3,-0.034482,-0.044179,0.28838,3067.0
1,0,3,-0.032401,-0.047387,0.287152,3099.0
1,0,3,-0.031707,-0.049366,0.285976,3131.0
1,0,3,-0.030967,-0.051625,0.284644,3165.0
1,0,3,-0.029251,-0.055339,0.283352,3195.0
1,0,3,-0.026951,-0.05703,0.28116,3230.0
1,0,3,-0.026097,-0.058234,0.278639,3259.0
1,0,3,-0.024007,-0.060935,0.275829,3307.0
1,0,3,-0.020123,-0.062718,0.27328,3340.0
1,0,3,-0.017165,-0.065209,0.271024,3371.0
1,0,3,-0.013919,-0.068031,0.269227,3405.0
1,0,3,-0.012168,-0.069904,0.26759,3438.0
1,0,3,-0.008492,-0.071823,0.266032,3467.0
1,0,3,-0.005085,-0.073865,0.264731,3499.0
1,0,3,-0.002107,-0.076231,0.263565,3531.0
1,0,3,0.002169,-0.078212,0.262485,3565.0
1,0,3,0.007364,-0.079405,0.26132,3595.0
1,0,3,0.011048,-0.079542,0.260208,3627.0
1,0,3,0.015533,-0.080801,0.259225,3659.0
1,0,3,0.018939,-0.080792,0.258378,3707.0
1,0,3,0.021457,-0.080719,0.257689,3739.0
1,0,3,0.026697,-0.081267,0.257108,3771.0
1,0,3,0.030373,-0.081185,0.256629,3803.0
1,0,3,0.034837,-0.080773,0.256167,3835.0
1,0,3,0.038863,-0.078906,0.255745,3867.0
1,0,3,0.041562,-0.077478,0.25538,3899.0
1,0,3,0.045155,-0.07537,0.255077,3932.0
1,0,3,0.047555,-0.07339,0.254832,3964.0
1,0,3,0.049603,-0.070698,0.254649,3995.0
1,0,3,0.052782,-0.069581,0.254493,4028.0
1,0,3,0.055118,-0.067205,0.254366,4059.0
1,0,3,0.05731,-0.065462,0.254258,4108.0
1,0,3,0.059431,-0.063771,0.254165,4140.0
1,0,3,0.061264,-0.062108,0.254085,4173.0
1,0,3,0.0636,-0.060542,0.254015,4204.0
1,0,3,0.065801,-0.058977,0.253954,4236.0
1,0,3,0.068047,-0.057197,0.253902,4268.0
1,0,3,0.070352,-0.055525,0.253858,4300.0
1,0,3,0.072873,-0.05364,0.253821,4332.0
1,0,3,0.074459,-0.050864,0.253796,4364.0
1,0,3,0.075635,-0.048723,0.25378,4396.0
1,0,3,0.077684,-0.046931,0.253773,4428.0
1,0,3,0.079195,-0.044761,0.253774,4476.0
1,0,3,0.080479,-0.042792,0.253805,4508.0
1,0,3,0.081408,-0.040293,0.253903,4540.0
1,0,3,0.082066,-0.037312,0.254091,4572.0
1,0,3,0.083234,-0.034945,0.254333,4604.0
1,0,3,0.084267,-0.032629,0.254652,4636.0
1,0,3,0.084952,-0.02986,0.255029,4668.0
1,0,3,0.085317,-0.02716,0.255423,4700.0
1,0,3,0.086296,-0.025829,0.255875,4732.0
1,0,3,0.086875,-0.024125,0.256408,4764.0
1,0,3,0.087446,-0.022167,0.256964,4796.0
1,0,3,0.088543,-0.020833,0.257477,4828.0
1,0,3,0.089187,-0.018853,0.25802,4876.0
1,0,3,0.090288,-0.017817,0.258573,4908.0
1,0,3,0.090985,-0.015316,0.259051,4940.0
1,0,3,0.092289,-0.013808,0.2595,4973.0
1,0,3,0.09322,-0.01178,0.259877,5004.0
1,0,3,0.094107,-0.010532,0.260221,5036.0
1,0,3,0.094533,-0.009188,0.260612,5068.0
1,0,3,0.095369,-0.008028,0.260987,5100.0
1,0,3,0.096005,-0.007115,0.26135,5132.0
1,0,3,0.096386,-0.006276,0.261647,5163.0
1,0,3,0.096769,-0.005667,0.26195,5196.0
1,0,3,0.096834,-0.004966,0.26223,5228.0
1,0,3,0.096901,-0.004409,0.262474,5276.0
1,0,3,0.09693,-0.004084,0.262705,5309.0
1,0,3,0.096921,-0.004042,0.262903,5339.0
1,0,3,0.096772,-0.00388,0.26312,5371.0
1,0,3,0.096753,-0.003748,0.263316,5404.0
1,0,3,0.096633,-0.003708,0.263509,5435.0
1,0,3,0.096565,-0.003639,0.263699,5468.0
1,0,3,0.096268,-0.003337,0.263883,5500.0
1,0,3,0.096213,-0.003349,0.264059,5531.0
1,0,3,0.096094,-0.00341,0.264268,5563.0
1,0,3,0.095977,-0.003333,0.264465,5596.0
1,0,3,0.095815,-0.003459,0.264671,5627.0
1,0,3,0.095755,-0.003546,0.264855,5676.0
1,0,3,0.095766,-0.003649,0.265026,5708.0
1,0,3,0.095774,-0.003899,0.26518,5740.0
1,0,4,0.061699,0.061994,0.290115,19.0
1,0,4,0.063112,0.059957,0.290378,51.0
1,0,4,0.064259,0.058305,0.290592,83.0
1,0,4,0.064785,0.058337,0.290751,114.0
1,0,4,0.065327,0.057684,0.290873,147.0
1,0,4,0.065613,0.057262,0.290967,179.0
1,0,4,0.065233,0.057527,0.291042,211.0
1,0,4,0.064278,0.057806,0.291102,243.0
1,0,4,0.062581,0.059525,0.291152,275.0
1,0,4,0.060323,0.061464,0.29121,307.0
1,0,4,0.058343,0.062046,0.291302,355.0
1,0,4,0.056875,0.06333,0.291443,387.0
1,0,4,0.054784,0.066642,0.291655,419.0
1,0,4,0.051961,0.069105,0.29202,451.0
1,0,4,0.048669,0.070806,0.29276,483.0
1,0,4,0.045416,0.071595,0.293916,514.0
1,0,4,0.042133,0.07195,0.29511,547.0
1,0,4,0.03775,0.073104,0.296452,578.0
1,0,4,0.033959,0.07454,0.297708,611.0
1,0,4,0.02987,0.074773,0.29893,642.0
1,0,4,0.025716,0.075451,0.300125,674.0
1,0,4,0.021412,0.07545,0.30143,706.0
1,0,4,0.016289,0.075518,0.302742,754.0
1,0,4,0.010892,0.074918,0.304183,787.0
1,0,4,0.005158,0.073871,0.305528,819.0
1,0,4,-0.000805,0.071975,0.306729,850.0
1,0,4,-0.00719,0.069145,0.307964,883.0
1,0,4,-0.014317,0.067108,0.308913,915.0
1,0,4,-0.020515,0.062416,0.309683,946.0
1,0,4,-0.026475,0.05809,0.310289,978.0
1,0,4,-0.03256,0.05507,0.31075,1011.0
1,0,4,-0.038105,0.051416,0.31111,1042.0
1,0,4,-0.044047,0.047767,0.311394,1074.0
1,0,4,-0.049324,0.043528,0.311604,1123.0
1,0,4,-0.053887,0.038652,0.311757,1155.0
1,0,4,-0.057384,0.034981,0.311872,1187.0
1,0,4,-0.060443,0.029176,0.311962,1219.0
1,0,4,-0.062692,0.021873,0.312027,1251.0
1,0,4,-0.06506,0.015914,0.312056,1283.0
1,0,4,-0.065682,0.008174,0.312056,1315.0
1,0,4,-0.06578,-0.000225,0.311991,1347.0
1,0,4,-0.065396,-0.006199,0.311675,1379.0
1,0,4,-0.063772,-0.011806,0.311321,1411.0
1,0,4,-0.06086,-0.021503,0.310517,1443.0
1,0,4,-0.058312,-0.026962,0.308952,1475.0
1,0,4,-0.054594,-0.034529,0.307109,1523.0
1,0,4,-0.050861,-0.039851,0.305283,1555.0
1,0,4,-0.047494,-0.045329,0.302996,1587.0
1,0,4,-0.04192,-0.051559,0.300596,1621.0
1,0,4,-0.038678,-0.055162,0.297046,1651.0
1,0,4,-0.033877,-0.057588,0.293638,1683.0
1,0,4,-0.028146,-0.061338,0.287876,1716.0
1,0,4,-0.02067,-0.064424,0.28116,1747.0
1,0,4,-0.012939,-0.066734,0.276238,1779.0
1,0,4,-0.003969,-0.069648,0.272824,1811.0
1,0,4,0.003836,-0.071776,0.27064,1843.0
1,0,4,0.011491,-0.07257,0.268676,1876.0
1,0,4,0.021306,-0.073071,0.266797,1923.0
1,0,4,0.029007,-0.073128,0.265167,1957.0
1,0,4,0.036981,-0.07309,0.263949,1989.0
1,0,4,0.043423,-0.071495,0.262909,2021.0
1,0,4,0.050358,-0.069488,0.262091,2052.0
1,0,4,0.056482,-0.065593,0.261465,2086.0
1,0,4,0.061706,-0.060875,0.261017,2115.0
1,0,4,0.06635,-0.055146,0.260696,2147.0
1,0,4,0.070474,-0.050347,0.260475,2180.0
1,0,4,0.073827,-0.044459,0.260328,2211.0
1,0,4,0.076574,-0.037944,0.26029,2244.0
1,0,4,0.079508,-0.032051,0.260282,2277.0
1,0,4,0.081511,-0.0247,0.260353,2323.0
1,0,4,0.083716,-0.016478,0.260619,2355.0
1,0,4,0.085538,-0.010338,0.261115,2390.0
1,0,4,0.086912,-0.002824,0.26216,2420.0
1,0,4,0.087621,0.00403,0.263834,2454.0
1,0,4,0.087997,0.011563,0.265411,2483.0
1,0,4,0.088063,0.016063,0.2672,2515.0
1,0,4,0.087972,0.020432,0.269332,2546.0
1,0,4,0.087303,0.025879,0.271793,2580.0
1,0,4,0.085419,0.030802,0.273803,2611.0
1,0,4,0.083876,0.033487,0.275851,2642.0
1,0,4,0.081962,0.037602,0.27792,2675.0
1,0,4,0.080031,0.041714,0.279627,2725.0
1,0,4,0.078429,0.043136,0.281164,2755.0
1,0,4,0.076404,0.046839,0.282647,2786.0
1,0,4,0.075106,0.050493,0.284195,2818.0
1,0,4,0.073514,0.052938,0.286438,2852.0
1,0,4,0.072278,0.054006,0.287922,2882.0
1,0,4,0.070903,0.055436,0.289586,2914.0
1,0,4,0.070287,0.057031,0.290898,2946.0
1,0,4,0.069868,0.058339,0.291951,2981.0
1,0,4,0.069602,0.05882,0.292708,3010.0
1,0,4,0.06929,0.059647,0.29326,3044.0
1,0,4,0.06912,0.059815,0.293702,3090.0
1,0,4,0.068988,0.059934,0.294105,3124.0
1,0,4,0.068981,0.059675,0.294447,3155.0
